City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Desc,Rain/Inches,Snow
468,Keffi,NG,2020-04-20 04:27:43,8.85,7.87,76.48,73,100,1.92,overcast clouds,0.0,0.0
469,Torquay,GB,2020-04-20 04:27:43,50.46,-3.51,48.0,7,100,7.0,overcast clouds,0.0,0.0
470,Dubbo,AU,2020-04-20 04:27:43,-32.25,148.62,69.8,40,95,12.75,overcast clouds,0.0,0.0
471,Qom,IR,2020-04-20 04:27:43,34.64,50.88,65.71,40,56,0.31,broken clouds,0.0,0.0
472,Yerbogachen,RU,2020-04-20 04:27:44,61.28,108.01,30.92,79,0,3.96,clear sky,0.0,0.0
473,Puerto Escondido,MX,2020-04-20 04:22:54,15.85,-97.07,78.98,71,17,1.54,few clouds,0.0,0.0
474,Itarantim,BR,2020-04-20 04:27:44,-15.66,-40.07,68.14,87,87,2.86,overcast clouds,0.0,0.0
475,Diego De Almagro,CL,2020-04-20 04:27:44,-26.37,-70.05,57.87,49,0,0.13,clear sky,0.0,0.0
476,Sironj,IN,2020-04-20 04:27:44,24.1,77.7,87.46,16,100,1.23,overcast clouds,0.0,0.0
477,Atar,MR,2020-04-20 04:27:45,20.52,-13.05,69.15,22,0,8.34,clear sky,0.0,0.0
478,Port-Cartier,CA,2020-04-20 04:27:45,50.03,-66.87,30.99,86,90,9.17,overcast clouds,0.0,0.0
479,Porto Walter,BR,2020-04-20 04:27:45,-8.27,-72.74,69.1,66,0,2.17,clear sky,0.0,0.0
480,Buin,CL,2020-04-20 04:23:38,-33.73,-70.75,64.4,68,4,0.67,clear sky,0.0,0.0
481,Buraydah,SA,2020-04-20 04:23:08,26.33,43.98,69.8,60,75,13.87,broken clouds,0.0,0.0
482,Innisfail,AU,2020-04-20 04:27:46,-17.53,146.03,82.99,64,56,1.01,broken clouds,0.0,0.0
483,Guarapari,BR,2020-04-20 04:27:46,-20.67,-40.5,73.0,88,65,4.7,broken clouds,0.0,0.0
484,Kabompo,ZM,2020-04-20 04:27:47,-13.59,24.2,58.87,70,3,4.34,clear sky,0.0,0.0
485,Paamiut,GL,2020-04-20 04:22:59,61.99,-49.67,22.57,84,9,12.8,clear sky,0.0,0.0
486,Morehead,US,2020-04-20 04:27:47,37.27,-87.18,50.0,100,1,4.94,clear sky,0.0,0.0
487,Constitucion,CL,2020-04-20 04:27:47,-35.33,-72.42,56.53,67,96,9.28,overcast clouds,0.0,0.0
488,Svetlyy,RU,2020-04-20 04:27:48,54.67,20.13,39.2,80,0,8.95,clear sky,0.0,0.0
489,Rumonge,BI,2020-04-20 04:27:48,-3.97,29.44,70.11,60,85,2.17,light rain,0.3,0.0
490,Coahuayana,MX,2020-04-20 04:27:48,18.73,-103.68,73.35,82,0,3.44,clear sky,0.0,0.0
491,Erzin,TR,2020-04-20 04:27:48,36.96,36.2,60.01,100,75,2.24,broken clouds,0.0,0.0
492,Demba,CD,2020-04-20 04:27:49,-5.51,22.27,67.01,84,100,1.03,light rain,2.19,0.0
493,Udachnyy,RU,2020-04-20 04:23:53,66.42,112.4,35.6,31,30,4.47,scattered clouds,0.0,0.0
494,Kieta,PG,2020-04-20 04:22:54,-6.22,155.63,83.73,74,95,3.91,light rain,1.66,0.0
495,Lima,PE,2020-04-20 04:24:26,-12.04,-77.03,68.0,82,38,12.75,scattered clouds,0.0,0.0
496,Chimoio,MZ,2020-04-20 04:27:50,-19.12,33.48,62.6,93,75,4.83,broken clouds,0.0,0.0
497,Tutoia,BR,2020-04-20 04:27:50,-2.76,-42.27,78.98,85,53,4.52,broken clouds,0.0,0.0
498,Port Lincoln,AU,2020-04-20 04:27:50,-34.73,135.87,62.82,57,93,14.23,overcast clouds,0.0,0.0
499,Hobyo,SO,2020-04-20 04:27:50,5.35,48.53,84.11,74,100,7.49,overcast clouds,0.0,0.0
500,Pevek,RU,2020-04-20 04:23:31,69.7,170.31,12.63,94,100,7.56,light snow,0.0,0.2
501,Ibra,OM,2020-04-20 04:27:51,22.69,58.53,80.67,30,14,1.01,few clouds,0.0,0.0
502,Kajaani,FI,2020-04-20 04:27:51,64.23,27.73,33.8,92,90,4.7,overcast clouds,0.0,0.0
503,Kigoma,TZ,2020-04-20 04:27:51,-4.88,29.63,69.8,100,40,3.53,scattered clouds,0.0,0.0
504,Mollendo,PE,2020-04-20 04:27:52,-17.02,-72.01,68.32,73,59,5.95,broken clouds,0.0,0.0
505,Mareeba,AU,2020-04-20 04:27:52,-17.0,145.43,90.0,66,47,8.99,scattered clouds,0.0,0.0
506,Esil,KZ,2020-04-20 04:27:52,51.96,66.4,58.3,59,72,8.05,broken clouds,0.0,0.0
507,Russell,US,2020-04-20 04:27:53,32.35,-85.2,62.6,93,90,5.17,thunderstorm with rain,0.0,0.0
508,Tiznit,MA,2020-04-20 04:27:53,29.58,-9.5,54.28,71,75,5.73,broken clouds,0.0,0.0
509,Orebro,SE,2020-04-20 04:27:53,59.27,15.21,42.01,69,0,4.7,clear sky,0.0,0.0
510,Ancud,CL,2020-04-20 04:27:53,-41.87,-73.82,42.8,100,65,3.36,light rain,0.25,0.0
511,Ambilobe,MG,2020-04-20 04:27:54,-13.2,49.05,71.08,86,89,4.59,overcast clouds,0.0,0.0
512,Tagusao,PH,2020-04-20 04:27:54,9.19,117.81,86.29,69,78,9.15,light rain,0.61,0.0
513,Rylsk,RU,2020-04-20 04:27:54,51.57,34.68,32.74,87,62,6.78,broken clouds,0.0,0.0
514,Isiro,CD,2020-04-20 04:27:54,2.77,27.62,66.97,79,99,1.79,overcast clouds,0.0,0.0
515,Anadyr,RU,2020-04-20 04:27:55,64.75,177.48,19.4,73,96,6.71,overcast clouds,0.0,0.0
516,Lavrentiya,RU,2020-04-20 04:27:55,65.58,-171.0,19.63,92,100,7.83,overcast clouds,0.0,0.0
517,Phangnga,TH,2020-04-20 04:27:55,8.45,98.53,89.6,66,20,11.41,few clouds,0.0,0.0
518,Fillan,NO,2020-04-20 04:27:55,63.61,8.97,41.0,80,75,4.7,broken clouds,0.0,0.0
519,Nabire,ID,2020-04-20 04:27:55,-3.37,135.48,89.24,61,80,1.92,light rain,0.12,0.0
520,Melnikovo,RU,2020-04-20 04:27:56,56.56,84.08,55.0,40,17,3.76,few clouds,0.0,0.0
521,Watertown,US,2020-04-20 04:26:35,42.37,-71.18,51.8,57,1,3.36,clear sky,0.0,0.0
522,Victoria Point,AU,2020-04-20 04:27:56,-27.58,153.3,84.0,37,4,5.01,clear sky,0.0,0.0
523,Raichur,IN,2020-04-20 04:27:56,16.2,77.37,87.22,33,2,5.21,clear sky,0.0,0.0
524,Luganville,VU,2020-04-20 04:27:57,-15.53,167.17,80.6,78,75,5.82,light thunderstorm,0.0,0.0
525,Sorgun,TR,2020-04-20 04:27:57,39.81,35.19,52.29,31,99,4.52,overcast clouds,0.0,0.0
526,Hamilton,US,2020-04-20 04:27:57,39.18,-84.53,48.0,93,1,3.83,clear sky,0.0,0.0
527,Kuminskiy,RU,2020-04-20 04:27:57,58.67,66.57,43.34,62,0,6.15,clear sky,0.0,0.0
528,Presidente Epitacio,BR,2020-04-20 04:27:58,-21.76,-52.12,67.41,79,4,5.17,clear sky,0.0,0.0
529,Cocobeach,GA,2020-04-20 04:27:58,1.0,9.58,77.0,94,75,5.82,thunderstorm with light rain,0.0,0.0
530,San Rafael,AR,2020-04-20 04:27:58,-34.62,-68.33,63.34,39,12,2.75,few clouds,0.0,0.0
531,Dunedin,NZ,2020-04-20 04:26:06,-45.87,170.5,60.01,43,82,11.59,broken clouds,0.0,0.0
532,Wyndham,US,2020-04-20 04:27:58,37.7,-77.61,55.0,76,20,0.27,few clouds,0.0,0.0
533,Sisimiut,GL,2020-04-20 04:27:59,66.94,-53.67,25.88,89,90,18.84,overcast clouds,0.0,0.0
534,Goderich,CA,2020-04-20 04:27:59,43.75,-81.72,35.01,65,0,11.41,clear sky,0.0,0.0
535,Hualmay,PE,2020-04-20 04:27:59,-11.1,-77.61,70.05,78,6,7.16,clear sky,0.0,0.0
536,Rabo De Peixe,PT,2020-04-20 04:27:59,37.8,-25.58,53.6,66,20,9.17,few clouds,0.0,0.0
537,Ippy,CF,2020-04-20 04:28:00,6.27,21.22,71.91,69,100,3.87,overcast clouds,0.0,0.0
538,Karasburg,NA,2020-04-20 04:28:00,-28.02,18.75,65.17,25,1,1.77,clear sky,0.0,0.0
539,Sheltozero,RU,2020-04-20 04:28:00,61.37,35.37,32.47,95,85,7.54,overcast clouds,0.0,0.0
540,Peace River,CA,2020-04-20 04:28:00,56.25,-117.29,42.8,74,75,4.7,broken clouds,0.0,0.0
541,Sarangani,PH,2020-04-20 04:28:01,5.4,125.46,84.49,76,80,17.38,broken clouds,0.0,0.0
542,Tongzi,CN,2020-04-20 04:28:01,28.78,105.09,66.36,66,86,5.5,light rain,0.16,0.0
543,Zhigansk,RU,2020-04-20 04:28:01,66.77,123.37,23.38,92,98,7.74,overcast clouds,0.0,0.0
544,Luanda,AO,2020-04-20 04:24:07,-8.84,13.23,78.8,94,75,2.24,broken clouds,0.0,0.0
545,Aripuana,BR,2020-04-20 04:28:02,-9.17,-60.63,72.64,93,76,1.36,broken clouds,0.0,0.0
546,Pontecagnano,IT,2020-04-20 04:28:02,40.64,14.87,61.0,82,100,4.0,light rain,1.34,0.0
547,Velizh,RU,2020-04-20 04:28:02,55.61,31.2,29.95,97,22,6.62,few clouds,0.0,0.0
548,Vrangel,RU,2020-04-20 04:28:02,42.73,133.08,40.6,91,100,14.97,light rain,2.03,0.0
549,Tadine,NC,2020-04-20 04:28:03,-21.55,167.88,78.85,81,100,15.26,moderate rain,3.88,0.0
550,Barcelos,PT,2020-04-20 04:23:31,41.54,-8.62,53.6,93,75,4.7,broken clouds,0.0,0.0
551,Jaen,ES,2020-04-20 04:28:03,38.0,-3.5,51.01,90,0,8.01,clear sky,0.0,0.0
552,Kaeo,NZ,2020-04-20 04:28:03,-35.1,173.78,62.01,95,100,1.01,moderate rain,6.23,0.0
553,Warstein,DE,2020-04-20 04:28:03,51.45,8.37,37.0,64,0,3.0,clear sky,0.0,0.0
554,Taltal,CL,2020-04-20 04:28:04,-25.4,-70.48,59.65,74,0,1.23,clear sky,0.0,0.0
555,Puerto Ayacucho,VE,2020-04-20 04:28:04,5.66,-67.62,76.03,82,35,3.51,light rain,0.4,0.0
556,Hede,CN,2020-04-20 04:28:04,33.77,120.25,62.08,62,34,14.07,scattered clouds,0.0,0.0
557,Vagur,FO,2020-04-20 04:28:04,61.47,-6.81,45.91,85,0,16.17,clear sky,0.0,0.0
558,Port Moresby,PG,2020-04-20 04:23:14,-9.44,147.18,87.8,79,40,11.41,scattered clouds,0.0,0.0
559,Pueblo Nuevo,MX,2020-04-20 04:28:05,23.38,-105.38,54.86,45,93,3.09,overcast clouds,0.0,0.0
560,Wajima,JP,2020-04-20 04:28:05,37.4,136.9,55.4,93,75,18.34,broken clouds,0.0,0.0
561,Belmonte,BR,2020-04-20 04:28:05,-15.86,-38.88,71.6,88,60,5.82,light rain,0.2,0.0
562,Visby,SE,2020-04-20 04:23:42,57.64,18.3,43.0,80,79,2.24,broken clouds,0.0,0.0
563,Bahia Blanca,AR,2020-04-20 04:28:06,-38.72,-62.27,62.37,45,100,7.23,overcast clouds,0.0,0.0
564,Tucuma,BR,2020-04-20 04:28:06,-0.18,-50.05,76.62,90,100,2.48,light rain,2.54,0.0
565,Kerman,IR,2020-04-20 04:26:12,30.28,57.08,59.0,62,97,4.7,overcast clouds,0.0,0.0
566,Baykit,RU,2020-04-20 04:28:07,61.67,96.37,35.87,75,6,4.72,clear sky,0.0,0.0
567,Mufumbwe,ZM,2020-04-20 04:28:07,-13.68,24.8,58.24,69,10,4.0,clear sky,0.0,0.0
568,Manutuke,NZ,2020-04-20 04:28:07,-38.68,177.92,66.0,61,100,3.27,overcast clouds,0.0,0.0
