City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Weather Desc,Rain/Inches,Snow,Wind Speed
489,Coahuayana,MX,2020-04-18 21:03:55,18.73,-103.68,87.8,40,40,smoke,0,0,11.41
490,Baykit,RU,2020-04-18 21:03:55,61.67,96.37,18.95,91,0,clear sky,0,0,1.5
491,Bondo,CD,2020-04-18 21:03:55,3.81,23.69,70.48,82,64,light rain,{'3h': 1.68},0,2.1
492,Bukama,CD,2020-04-18 21:03:56,-9.2,25.85,71.1,74,99,light rain,{'3h': 0.3},0,2.01
493,Boulsa,BF,2020-04-18 21:03:56,12.67,-0.58,88.41,23,90,overcast clouds,0,0,3.38
494,Sokolo,ML,2020-04-18 21:03:56,14.73,-6.12,96.28,12,100,overcast clouds,0,0,5.57
495,Comarapa,BO,2020-04-18 21:03:57,-17.9,-64.48,65.35,34,1,clear sky,0,0,7.34
496,Belyy Yar,RU,2020-04-18 21:03:57,53.6,91.39,39.2,60,0,clear sky,0,0,8.95
497,Sharjah,AE,2020-04-18 20:59:17,25.36,55.4,77.0,83,52,broken clouds,0,0,2.24
498,Walvis Bay,NA,2020-04-18 21:03:57,-22.96,14.51,57.0,93,0,clear sky,0,0,2.24
499,Sidrolandia,BR,2020-04-18 21:03:58,-20.93,-54.96,84.2,37,0,clear sky,0,0,4.7
500,Shellbrook,CA,2020-04-18 21:03:58,53.22,-106.4,32.0,78,75,light shower snow,0,0,13.87
501,Krikellos,GR,2020-04-18 21:03:58,38.95,21.18,53.6,93,20,few clouds,0,0,4.7
502,Ust-Ishim,RU,2020-04-18 21:03:58,57.69,71.17,45.1,79,100,overcast clouds,0,0,5.88
503,Vodnyy,RU,2020-04-18 21:03:59,63.5,53.41,31.91,94,94,overcast clouds,0,0,2.73
504,Vao,NC,2020-04-18 21:03:59,-22.67,167.48,75.69,69,74,broken clouds,0,0,10.04
505,Remontnoye,RU,2020-04-18 21:03:59,46.56,43.65,51.8,53,98,overcast clouds,0,0,6.71
506,Peleduy,RU,2020-04-18 21:04:00,59.63,112.74,12.11,92,35,scattered clouds,0,0,4.18
507,Karratha,AU,2020-04-18 21:04:00,-20.74,116.85,82.06,60,100,overcast clouds,0,0,8.84
508,Pudozh,RU,2020-04-18 21:04:00,61.81,36.53,28.65,98,48,scattered clouds,0,0,3.31
509,Yerofey Pavlovich,RU,2020-04-18 21:04:01,53.97,121.97,17.8,88,100,light snow,0,{'3h': 0.52},11.01
510,Verkhoturye,RU,2020-04-18 21:04:01,58.86,60.81,35.08,83,59,broken clouds,0,0,9.24
511,Zemio,CF,2020-04-18 21:04:01,5.03,25.14,75.13,57,99,overcast clouds,0,0,2.82
512,Presidencia Roque Saenz Pena,AR,2020-04-18 21:04:01,-26.79,-60.44,76.51,46,0,clear sky,0,0,4.29
513,Algeciras,ES,2020-04-18 21:04:02,36.13,-5.45,64.4,77,44,light rain,{'3h': 0.42},0,6.93
514,Tecoanapa,MX,2020-04-18 21:04:02,16.52,-98.75,89.19,54,74,broken clouds,0,0,11.65
515,Nador,MA,2020-04-18 21:04:02,35.17,-2.93,62.6,93,100,light rain,{'3h': 0.3},0,2.82
516,Feldbach,AT,2020-04-18 21:04:03,46.95,15.89,62.01,51,100,light rain,{'3h': 0.27},0,5.01
517,Talcahuano,CL,2020-04-18 21:04:03,-36.72,-73.12,66.2,77,40,scattered clouds,0,0,9.17
518,Houston,US,2020-04-18 21:03:35,29.76,-95.36,73.99,88,90,light rain,{'1h': 0.42},0,8.05
519,Hit,IQ,2020-04-18 21:04:03,33.64,42.83,75.13,30,0,clear sky,0,0,3.24
520,Leningradskiy,RU,2020-04-18 21:04:04,69.38,178.42,2.21,88,6,clear sky,0,0,7.49
521,Ajdabiya,LY,2020-04-18 21:04:04,30.76,20.23,64.76,50,0,clear sky,0,0,13.13
522,Olinda,BR,2020-04-18 21:04:04,-8.01,-34.86,86.0,70,40,scattered clouds,0,0,6.93
523,Vila Franca Do Campo,PT,2020-04-18 21:04:04,37.72,-25.43,62.6,93,40,scattered clouds,0,0,12.75
524,Outjo,NA,2020-04-18 21:04:05,-20.12,16.15,66.2,59,34,scattered clouds,0,0,2.24
525,Mao,ES,2020-04-18 21:03:43,39.89,4.27,62.6,93,100,light rain,{'3h': 0.36},0,8.05
526,Jiwani,PK,2020-04-18 21:04:06,25.05,61.74,78.78,85,28,scattered clouds,0,0,10.49
527,Codrington,AU,2020-04-18 21:04:06,-38.27,141.97,50.97,84,72,broken clouds,0,0,8.48
528,Waitati,NZ,2020-04-18 21:04:06,-45.75,170.57,51.01,74,94,overcast clouds,0,0,5.01
529,Sembe,CG,2020-04-18 21:04:06,1.65,14.58,72.93,81,73,light rain,{'3h': 2.06},0,1.07
530,Uzunovo,RU,2020-04-18 21:04:07,54.54,38.62,37.0,71,93,overcast clouds,0,0,9.1
531,Samarai,PG,2020-04-18 21:04:07,-10.62,150.67,80.65,80,99,overcast clouds,0,0,1.41
532,Nueva Loja,EC,2020-04-18 21:04:07,0.08,-76.88,77.0,78,100,light rain,{'3h': 0.33},0,3.36
533,Songea,TZ,2020-04-18 21:04:07,-10.68,35.65,68.0,82,5,clear sky,0,0,4.7
534,Ilave,PE,2020-04-18 21:04:08,-16.08,-69.67,51.28,18,18,light rain,{'3h': 0.24},0,10.13
535,Vitim,RU,2020-04-18 21:04:08,59.45,112.56,12.38,92,10,clear sky,0,0,4.41
536,Vangaindrano,MG,2020-04-18 21:04:08,-23.35,47.6,73.04,86,70,light rain,{'3h': 0.76},0,3.09
537,Nagato,JP,2020-04-18 21:04:08,34.38,131.2,50.0,73,88,overcast clouds,0,0,1.99
538,Hamilton,US,2020-04-18 21:01:23,39.18,-84.53,57.0,40,40,scattered clouds,0,0,11.41
539,Ostrovnoy,RU,2020-04-18 21:04:09,68.05,39.51,30.58,97,99,light snow,0,{'3h': 0.22},8.61
540,Bull Savanna,JM,2020-04-18 21:04:09,17.89,-77.59,82.65,58,22,light rain,{'3h': 0.57},0,9.57
541,Almeirim,BR,2020-04-18 21:02:29,-1.52,-52.58,79.25,77,92,overcast clouds,0,0,3.47
542,Saravan,AM,2020-04-18 21:04:09,39.72,45.65,55.4,62,40,scattered clouds,0,0,6.93
543,Makakilo City,US,2020-04-18 21:04:10,21.35,-158.09,80.6,61,75,broken clouds,0,0,9.17
544,Wanaka,NZ,2020-04-18 21:01:34,-44.7,169.15,45.0,82,93,overcast clouds,0,0,3.0
545,Sorland,NO,2020-04-18 21:04:10,67.67,12.69,40.62,92,100,light rain,{'3h': 0.16},0,8.61
546,Ville-Marie,CA,2020-04-18 21:04:11,47.33,-79.43,48.2,36,20,few clouds,0,0,19.46
547,Esso,RU,2020-04-18 21:04:11,55.93,158.7,25.43,85,48,scattered clouds,0,0,4.16
548,Maicao,CO,2020-04-18 21:04:11,11.38,-72.24,89.73,46,4,clear sky,0,0,15.5
549,Rampura,IN,2020-04-18 21:04:12,30.25,75.23,71.89,55,0,clear sky,0,0,3.69
550,Marhaura,IN,2020-04-18 21:04:12,25.97,84.87,80.6,94,79,mist,0,0,3.65
551,Ancud,CL,2020-04-18 20:57:03,-41.87,-73.82,57.2,87,75,light intensity shower rain,0,0,14.99
